"cs_fictree","ru_taiga","ru_syntagrus","fr_gsd","es_ancora","sv_lines","hr_set","grc_proiel","sl_sst","id_gsd"
"la_ittb","tr_imst","fr_gsd","sv_lines","no_nynorsk","ru_syntagrus","id_gsd","pl_sz","fi_ftb","got_proiel"
"et_edt","sr_set","de_gsd","sv_lines","fo_oft","fr_gsd","pt_bosque","es_ancora","nl_lassysmall","en_pud"
"he_htb","hi_hdtb","fi_pud","hu_szeged","ur_udtb","hsb_ufal","fi_tdt","nl_alpino","pcm_nsc","id_gsd"
"en_gum","grc_proiel","sv_pud","cs_pud","hy_armtdp","sk_snk","bg_btb","gl_ctg","gl_treegal","sr_set"
"it_postwita","bxr_bdt","el_gdt","et_edt","lv_lvtb","nl_lassysmall","ug_udt","ru_taiga","cs_fictree","cs_cac"
"hr_set","hu_szeged","sk_snk","ja_modern","pl_sz","es_ancora","no_nynorsk","got_proiel","he_htb","cs_pdt"
"el_gdt","hi_hdtb","hsb_ufal","fi_tdt","he_htb","gl_ctg","no_bokmaal","ca_ancora","cs_fictree","hr_set"
"hsb_ufal","br_keb","pcm_nsc","ca_ancora","kk_ktb","ko_gsd","la_perseus","bxr_bdt","ru_syntagrus","zh_gsd"
"gl_ctg","hi_hdtb","cs_pdt","sl_ssj","fro_srcmf","cs_pud","en_ewt","ko_gsd","id_gsd","zh_gsd"
"et_edt","en_pud","got_proiel","fr_sequoia","ko_gsd","no_nynorsk","fa_seraji","pt_bosque","ca_ancora","pl_lfg"
"ga_idt","fr_sequoia","br_keb","el_gdt","gl_ctg","sv_talbanken","fi_ftb","sl_ssj","fr_spoken","it_isdt"
"sme_giella","ko_kaist","ja_gsd","no_nynorsk","et_edt","br_keb","fr_gsd","fa_seraji","it_isdt","zh_gsd"
"tr_imst","ja_gsd","fi_tdt","fr_sequoia","ko_kaist","it_postwita","en_pud","es_ancora","ur_udtb","el_gdt"
"fr_sequoia","cs_fictree","nl_lassysmall","ur_udtb","sk_snk","pl_lfg","pl_sz","el_gdt","uk_iu","la_perseus"
"gl_ctg","la_ittb","sv_talbanken","kk_ktb","grc_perseus","ro_rrt","hu_szeged","cs_cac","pt_bosque","tr_imst"
"ro_rrt","sl_sst","la_proiel","he_htb","no_bokmaal","sv_lines","fi_ftb","es_ancora","ca_ancora","tr_imst"
"pl_lfg","kk_ktb","af_afribooms","it_isdt","fr_spoken","pl_sz","hr_set","grc_proiel","hi_hdtb","ja_modern"
"uk_iu","no_nynorsk","fi_ftb","id_gsd","hi_hdtb","sl_sst","ja_modern","fr_gsd","pl_lfg","es_ancora"
"sr_set","cs_pud","grc_perseus","cs_cac","id_gsd","hu_szeged","fr_sequoia","sv_talbanken","ru_taiga","pcm_nsc"
"pcm_nsc","ko_kaist","id_gsd","nl_lassysmall","vi_vtb","sv_talbanken","ja_modern","cs_fictree","la_perseus","bg_btb"
"ur_udtb","ru_syntagrus","ja_gsd","no_bokmaal","el_gdt","fro_srcmf","da_ddt","tr_imst","kk_ktb","bxr_bdt"
"hsb_ufal","kk_ktb","ja_gsd","vi_vtb","br_keb","la_ittb","sr_set","grc_proiel","gl_treegal","no_bokmaal"
"eu_bdt","pcm_nsc","grc_perseus","cs_pud","pl_sz","et_edt","fo_oft","it_postwita","ar_padt","sv_pud"
"hr_set","ru_syntagrus","en_gum","cs_cac","fro_srcmf","el_gdt","fo_oft","fa_seraji","th_pud","sl_ssj"
"la_proiel","sl_sst","af_afribooms","hy_armtdp","fi_tdt","ja_gsd","fo_oft","bxr_bdt","ru_taiga","ur_udtb"
"fr_sequoia","it_postwita","nl_alpino","no_nynorsk","vi_vtb","fr_spoken","cu_proiel","nl_lassysmall","gl_treegal","af_afribooms"
"fro_srcmf","el_gdt","fo_oft","sv_talbanken","en_lines","grc_proiel","da_ddt","th_pud","de_gsd","br_keb"
"lv_lvtb","hu_szeged","ko_gsd","gl_ctg","fi_pud","no_nynorsk","cs_fictree","it_isdt","it_postwita","hy_armtdp"
"pl_sz","sl_ssj","el_gdt","th_pud","sme_giella","grc_proiel","ug_udt","hi_hdtb","bg_btb","fi_pud"
"en_gum","cs_pdt","fro_srcmf","fi_tdt","da_ddt","cs_cac","nl_lassysmall","ja_modern","he_htb","nl_alpino"
"cs_pdt","ru_taiga","no_nynorsklia","got_proiel","ca_ancora","pl_lfg","fro_srcmf","cs_pud","et_edt","gl_treegal"
"ro_rrt","no_bokmaal","cs_cac","ga_idt","kmr_mg","lv_lvtb","da_ddt","cs_pud","sl_sst","sr_set"
"la_ittb","kmr_mg","got_proiel","sme_giella","ar_padt","hsb_ufal","bg_btb","en_ewt","br_keb","ru_taiga"
"it_postwita","ug_udt","el_gdt","cs_pdt","pl_lfg","sr_set","pt_bosque","vi_vtb","id_gsd","pcm_nsc"
"ja_modern","pl_sz","sv_lines","en_ewt","el_gdt","hu_szeged","no_nynorsk","hi_hdtb","la_proiel","no_nynorsklia"
"ko_gsd","cs_fictree","en_gum","no_bokmaal","grc_proiel","gl_ctg","pcm_nsc","sk_snk","bxr_bdt","fr_sequoia"
"sl_sst","ug_udt","fi_tdt","nl_lassysmall","no_bokmaal","ko_kaist","tr_imst","br_keb","bg_btb","hsb_ufal"
"hu_szeged","id_gsd","ko_kaist","fro_srcmf","br_keb","hi_hdtb","th_pud","en_lines","bg_btb","zh_gsd"
"sr_set","zh_gsd","en_ewt","gl_treegal","en_pud","la_perseus","nl_lassysmall","br_keb","cs_fictree","hy_armtdp"
"zh_gsd","sl_sst","id_gsd","fi_tdt","de_gsd","sl_ssj","bg_btb","cs_pud","no_bokmaal","sv_pud"
"grc_proiel","af_afribooms","he_htb","got_proiel","no_bokmaal","cs_fictree","ur_udtb","en_lines","pl_lfg","cs_pud"
"it_isdt","fr_sequoia","fi_pud","grc_perseus","el_gdt","hu_szeged","ga_idt","hsb_ufal","sv_talbanken","ro_rrt"
"la_proiel","he_htb","af_afribooms","id_gsd","pcm_nsc","el_gdt","ru_taiga","ur_udtb","cu_proiel","br_keb"
"sme_giella","en_pud","et_edt","es_ancora","tr_imst","fr_spoken","ru_syntagrus","fi_ftb","hu_szeged","cs_pud"
"pl_sz","la_perseus","sr_set","got_proiel","ur_udtb","hu_szeged","da_ddt","fo_oft","lv_lvtb","gl_treegal"
"pl_sz","got_proiel","en_ewt","cu_proiel","fo_oft","br_keb","fr_gsd","es_ancora","uk_iu","nl_alpino"
"cs_fictree","fo_oft","pl_lfg","ru_syntagrus","gl_treegal","it_postwita","et_edt","la_proiel","th_pud","no_nynorsk"
"sv_pud","fi_pud","gl_treegal","hy_armtdp","no_bokmaal","sr_set","fr_sequoia","it_postwita","cs_fictree","ug_udt"
"ja_gsd","hi_hdtb","sme_giella","fro_srcmf","sv_talbanken","vi_vtb","id_gsd","hu_szeged","uk_iu","en_pud"
"fo_oft","sme_giella","hsb_ufal","et_edt","ko_gsd","cs_pud","br_keb","ur_udtb","fr_spoken","en_gum"
"fr_gsd","fr_spoken","pcm_nsc","cs_pud","hy_armtdp","sl_sst","pl_lfg","fi_tdt","sv_talbanken","bxr_bdt"
"it_isdt","bg_btb","fr_sequoia","nl_lassysmall","sme_giella","ja_gsd","ro_rrt","pl_lfg","pt_bosque","hr_set"
"cs_pud","gl_ctg","id_gsd","kk_ktb","hi_hdtb","ko_gsd","lv_lvtb","ru_taiga","fro_srcmf","vi_vtb"
"fo_oft","pcm_nsc","ko_kaist","pt_bosque","ug_udt","fr_gsd","kmr_mg","cu_proiel","la_proiel","ro_rrt"
"la_proiel","grc_proiel","it_postwita","br_keb","no_nynorsk","en_pud","cs_pdt","la_ittb","sl_sst","vi_vtb"
"hu_szeged","fr_sequoia","da_ddt","it_isdt","et_edt","en_pud","nl_alpino","got_proiel","cs_cac","pl_lfg"
"id_gsd","la_proiel","sl_sst","pt_bosque","la_ittb","br_keb","no_bokmaal","kmr_mg","fr_sequoia","ja_modern"
"gl_treegal","sk_snk","et_edt","nl_alpino","it_postwita","ru_syntagrus","cs_cac","ro_rrt","ur_udtb","cs_fictree"
"sl_sst","nl_alpino","en_gum","it_postwita","hsb_ufal","no_bokmaal","vi_vtb","en_ewt","el_gdt","la_perseus"
"sl_sst","no_nynorsklia","ru_taiga","vi_vtb","pt_bosque","af_afribooms","ca_ancora","pl_lfg","ro_rrt","da_ddt"
"ug_udt","eu_bdt","fro_srcmf","fi_ftb","ur_udtb","pl_lfg","en_ewt","pcm_nsc","fr_spoken","hsb_ufal"
"th_pud","pt_bosque","no_nynorsk","cs_cac","cs_pdt","sr_set","ar_padt","ja_modern","sl_ssj","ug_udt"
"fr_sequoia","fi_ftb","ca_ancora","fi_tdt","gl_treegal","da_ddt","ru_taiga","it_isdt","sv_talbanken","el_gdt"
"da_ddt","fi_ftb","es_ancora","sv_talbanken","fo_oft","grc_perseus","no_nynorsklia","pt_bosque","fr_sequoia","en_lines"
"ur_udtb","cs_pud","tr_imst","it_postwita","cu_proiel","fi_tdt","no_nynorsk","et_edt","bg_btb","kk_ktb"
"pl_sz","es_ancora","hi_hdtb","fr_spoken","no_nynorsk","eu_bdt","bxr_bdt","et_edt","zh_gsd","ko_gsd"
"cs_pdt","vi_vtb","tr_imst","id_gsd","it_postwita","el_gdt","cu_proiel","fr_gsd","gl_treegal","pl_lfg"
"hu_szeged","da_ddt","cs_pdt","sv_talbanken","sr_set","hr_set","ga_idt","th_pud","ur_udtb","eu_bdt"
"hi_hdtb","kmr_mg","gl_ctg","no_bokmaal","ru_taiga","cs_cac","th_pud","fr_spoken","el_gdt","de_gsd"
"en_pud","cs_pdt","fro_srcmf","sv_talbanken","ga_idt","gl_treegal","en_lines","pt_bosque","da_ddt","ug_udt"
"no_nynorsk","eu_bdt","ca_ancora","ja_modern","ga_idt","fr_spoken","fr_gsd","ar_padt","he_htb","pl_sz"
"la_proiel","nl_alpino","pl_sz","ja_gsd","ar_padt","ga_idt","fi_ftb","fr_spoken","got_proiel","grc_perseus"
"ca_ancora","it_postwita","cs_pdt","sme_giella","fo_oft","nl_alpino","fi_pud","sl_sst","hu_szeged","et_edt"
"it_isdt","el_gdt","grc_proiel","fi_pud","sl_ssj","zh_gsd","sk_snk","gl_ctg","la_perseus","fro_srcmf"
"lv_lvtb","pl_sz","ko_gsd","la_perseus","it_postwita","en_lines","ug_udt","fi_pud","he_htb","en_gum"
"ca_ancora","la_perseus","cs_pud","et_edt","la_ittb","el_gdt","no_nynorsklia","tr_imst","gl_treegal","es_ancora"
"el_gdt","hi_hdtb","en_pud","cu_proiel","ar_padt","en_lines","sl_sst","uk_iu","kk_ktb","nl_alpino"
"en_pud","pt_bosque","pl_sz","th_pud","ro_rrt","fi_pud","gl_ctg","ug_udt","fr_spoken","hr_set"
"sme_giella","en_ewt","sl_sst","fro_srcmf","af_afribooms","la_proiel","hy_armtdp","ko_kaist","kmr_mg","fo_oft"
"ug_udt","ja_modern","cs_cac","cs_pdt","bg_btb","la_proiel","sv_talbanken","fo_oft","cs_pud","fi_pud"
"fi_ftb","he_htb","de_gsd","nl_alpino","la_ittb","sv_lines","la_perseus","kk_ktb","cs_pdt","en_gum"
"en_pud","ug_udt","no_bokmaal","hi_hdtb","sk_snk","la_ittb","pcm_nsc","bxr_bdt","sv_lines","pl_lfg"
"pl_lfg","got_proiel","bg_btb","ug_udt","nl_lassysmall","ja_gsd","sv_talbanken","da_ddt","no_nynorsklia","th_pud"
"af_afribooms","ar_padt","bxr_bdt","zh_gsd","fr_gsd","es_ancora","uk_iu","fro_srcmf","ko_kaist","grc_proiel"
"fi_tdt","no_bokmaal","fr_gsd","lv_lvtb","ru_taiga","ar_padt","cs_pdt","zh_gsd","hr_set","fi_ftb"
"en_lines","el_gdt","es_ancora","kmr_mg","ko_gsd","no_nynorsklia","bg_btb","no_nynorsk","de_gsd","cs_cac"
"ja_modern","ja_gsd","la_ittb","ur_udtb","he_htb","sl_sst","en_lines","sv_talbanken","hy_armtdp","no_bokmaal"
"ug_udt","ja_modern","bg_btb","la_proiel","eu_bdt","fi_pud","la_ittb","pl_lfg","grc_perseus","hi_hdtb"
"uk_iu","kmr_mg","fro_srcmf","fr_gsd","br_keb","tr_imst","fa_seraji","fr_sequoia","hy_armtdp","bg_btb"
"cs_pdt","af_afribooms","it_isdt","cs_fictree","hu_szeged","ar_padt","sv_talbanken","ro_rrt","en_lines","pt_bosque"
"fo_oft","uk_iu","br_keb","ga_idt","zh_gsd","tr_imst","sv_talbanken","grc_perseus","sv_lines","la_ittb"
"en_lines","cs_cac","kk_ktb","et_edt","es_ancora","id_gsd","bg_btb","da_ddt","ru_syntagrus","sk_snk"
"en_lines","la_proiel","ro_rrt","it_isdt","kk_ktb","en_pud","fi_ftb","got_proiel","zh_gsd","grc_proiel"
"la_proiel","fo_oft","fro_srcmf","sv_lines","fr_spoken","en_lines","af_afribooms","he_htb","cs_fictree","ko_kaist"
"sr_set","tr_imst","fi_ftb","grc_proiel","ko_kaist","fro_srcmf","el_gdt","en_ewt","fi_tdt","af_afribooms"
"ko_kaist","nl_alpino","la_perseus","pt_bosque","et_edt","bg_btb","sv_pud","ja_gsd","sl_sst","da_ddt"
"pl_lfg","ru_syntagrus","ar_padt","en_ewt","fo_oft","cs_pud","fi_tdt","ca_ancora","da_ddt","hy_armtdp"
"grc_proiel","sl_sst","fr_spoken","fa_seraji","fi_pud","fo_oft","sv_lines","cu_proiel","ar_padt","fi_tdt"
"sr_set","es_ancora","nl_lassysmall","en_pud","ko_gsd","sl_ssj","kk_ktb","ur_udtb","ug_udt","en_ewt"
"no_nynorsklia","ja_modern","sl_ssj","pl_lfg","grc_perseus","nl_lassysmall","ko_kaist","br_keb","ca_ancora","got_proiel"
"ko_kaist","ca_ancora","he_htb","ur_udtb","sl_sst","got_proiel","tr_imst","hy_armtdp","nl_alpino","ru_syntagrus"
"sr_set","ko_kaist","ug_udt","sk_snk","sl_ssj","got_proiel","en_gum","pl_sz","grc_proiel","bg_btb"
"sr_set","fi_tdt","cu_proiel","kk_ktb","de_gsd","cs_pud","el_gdt","eu_bdt","ko_gsd","no_bokmaal"
"bxr_bdt","fi_pud","fr_sequoia","cu_proiel","en_gum","fi_tdt","de_gsd","gl_treegal","ru_taiga","fa_seraji"
"kk_ktb","en_ewt","af_afribooms","sl_ssj","it_isdt","gl_treegal","id_gsd","ko_gsd","th_pud","he_htb"
"af_afribooms","hsb_ufal","en_lines","sv_lines","ja_modern","lv_lvtb","sv_talbanken","cu_proiel","ru_taiga","el_gdt"
"ru_syntagrus","bxr_bdt","af_afribooms","sv_lines","sv_pud","pt_bosque","fr_gsd","el_gdt","hu_szeged","gl_treegal"
"ar_padt","cs_pud","he_htb","vi_vtb","fro_srcmf","en_lines","sv_pud","el_gdt","hr_set","sme_giella"
"hsb_ufal","it_postwita","ja_gsd","no_nynorsk","cs_pud","hy_armtdp","ca_ancora","sr_set","no_bokmaal","id_gsd"
"sv_lines","ja_gsd","eu_bdt","it_postwita","kk_ktb","hy_armtdp","pl_sz","ja_modern","zh_gsd","nl_alpino"
"hr_set","en_lines","it_postwita","cs_cac","la_ittb","ru_syntagrus","eu_bdt","fi_pud","de_gsd","da_ddt"
"no_bokmaal","gl_treegal","kk_ktb","ar_padt","sv_lines","ro_rrt","la_perseus","it_postwita","sr_set","sl_ssj"
"sv_talbanken","en_ewt","grc_perseus","zh_gsd","ar_padt","hi_hdtb","et_edt","got_proiel","cs_cac","id_gsd"
"ko_gsd","fr_sequoia","tr_imst","vi_vtb","pl_lfg","sv_lines","eu_bdt","got_proiel","ar_padt","grc_perseus"
"hr_set","fi_ftb","id_gsd","af_afribooms","ko_gsd","fa_seraji","gl_ctg","cs_pdt","grc_proiel","ru_taiga"
"it_postwita","cs_fictree","fi_tdt","sv_lines","pl_sz","grc_perseus","got_proiel","fr_sequoia","la_ittb","eu_bdt"
"br_keb","grc_perseus","pl_lfg","fr_spoken","cs_fictree","cs_pdt","gl_ctg","sv_lines","hu_szeged","de_gsd"
"cs_pdt","grc_perseus","id_gsd","nl_lassysmall","hsb_ufal","cs_cac","fr_gsd","et_edt","ro_rrt","got_proiel"
"es_ancora","ur_udtb","fa_seraji","sl_ssj","en_lines","grc_proiel","sv_lines","en_ewt","hr_set","fi_pud"
"el_gdt","uk_iu","ar_padt","grc_perseus","en_gum","he_htb","gl_treegal","ug_udt","fo_oft","bg_btb"
"la_perseus","hr_set","bg_btb","ug_udt","ru_syntagrus","fro_srcmf","ga_idt","fo_oft","sv_talbanken","cu_proiel"
"ro_rrt","cs_pdt","pl_lfg","la_perseus","fi_ftb","ur_udtb","el_gdt","cu_proiel","th_pud","hsb_ufal"
"ru_taiga","en_gum","gl_treegal","ko_gsd","hsb_ufal","fa_seraji","la_perseus","ru_syntagrus","hi_hdtb","pcm_nsc"
"la_perseus","cs_pdt","br_keb","sme_giella","da_ddt","cu_proiel","fr_spoken","vi_vtb","gl_ctg","got_proiel"
"el_gdt","la_ittb","fi_tdt","sl_sst","ga_idt","fr_spoken","eu_bdt","ur_udtb","id_gsd","fi_pud"
"es_ancora","no_nynorsk","bg_btb","lv_lvtb","br_keb","sv_lines","hr_set","pt_bosque","cs_fictree","ug_udt"
"fa_seraji","en_ewt","sl_sst","la_ittb","ko_gsd","ja_modern","ru_syntagrus","pl_sz","tr_imst","la_perseus"
"ko_kaist","ko_gsd","cs_pdt","et_edt","en_lines","ru_taiga","pcm_nsc","fa_seraji","eu_bdt","en_ewt"
"sv_pud","fr_gsd","la_perseus","de_gsd","ur_udtb","ko_gsd","fa_seraji","zh_gsd","bg_btb","sme_giella"
"sl_sst","fr_gsd","ru_syntagrus","ja_modern","la_proiel","sk_snk","ga_idt","la_ittb","fi_ftb","hi_hdtb"
"no_bokmaal","bg_btb","no_nynorsklia","sv_talbanken","bxr_bdt","da_ddt","fo_oft","af_afribooms","vi_vtb","sme_giella"
"ar_padt","ru_syntagrus","la_proiel","no_nynorsklia","grc_perseus","kmr_mg","af_afribooms","en_pud","la_ittb","ca_ancora"
"fro_srcmf","fi_tdt","el_gdt","ro_rrt","ru_taiga","no_bokmaal","ko_kaist","br_keb","ar_padt","pcm_nsc"
"fi_pud","fo_oft","el_gdt","hi_hdtb","tr_imst","ru_taiga","pl_sz","grc_perseus","fi_ftb","id_gsd"
"gl_ctg","sme_giella","hy_armtdp","sv_pud","la_proiel","es_ancora","en_ewt","fo_oft","el_gdt","da_ddt"
"sv_lines","lv_lvtb","ur_udtb","it_postwita","nl_lassysmall","kk_ktb","ko_kaist","br_keb","fi_pud","fi_tdt"
"sr_set","no_nynorsklia","sl_ssj","th_pud","la_proiel","br_keb","pl_lfg","it_postwita","cs_pdt","lv_lvtb"
"pt_bosque","en_ewt","ko_gsd","en_gum","cs_cac","sk_snk","fi_pud","pl_sz","en_pud","gl_treegal"
"ja_modern","no_nynorsklia","ar_padt","pt_bosque","en_lines","hi_hdtb","hu_szeged","kk_ktb","ca_ancora","de_gsd"
"no_nynorsklia","fr_gsd","ru_taiga","gl_treegal","vi_vtb","en_ewt","sv_talbanken","en_gum","kmr_mg","ur_udtb"
"sr_set","fo_oft","ja_modern","fr_sequoia","pt_bosque","sl_sst","bxr_bdt","fi_tdt","br_keb","it_isdt"
"ko_gsd","grc_proiel","en_lines","lv_lvtb","nl_alpino","no_nynorsk","sv_lines","la_perseus","en_pud","pl_sz"
"ru_syntagrus","nl_alpino","pl_sz","pl_lfg","cs_fictree","cs_pdt","hy_armtdp","en_ewt","bxr_bdt","he_htb"
"hy_armtdp","ja_gsd","no_nynorsk","ca_ancora","cs_fictree","got_proiel","kk_ktb","sv_lines","ru_syntagrus","it_postwita"
"ru_taiga","grc_perseus","vi_vtb","ru_syntagrus","fi_tdt","hy_armtdp","sv_talbanken","fr_sequoia","hu_szeged","fi_pud"
"ga_idt","he_htb","hsb_ufal","cs_fictree","ko_kaist","it_postwita","got_proiel","zh_gsd","sl_sst","en_gum"
"grc_perseus","cs_pud","gl_ctg","nl_alpino","la_ittb","ro_rrt","it_postwita","sl_ssj","la_perseus","de_gsd"
"en_ewt","cs_pdt","ja_gsd","it_isdt","fro_srcmf","br_keb","la_proiel","hsb_ufal","lv_lvtb","it_postwita"
"hi_hdtb","no_nynorsklia","pt_bosque","da_ddt","it_postwita","pl_sz","bg_btb","sl_ssj","la_perseus","cs_pdt"
"hi_hdtb","la_proiel","uk_iu","eu_bdt","hy_armtdp","da_ddt","nl_alpino","ar_padt","pt_bosque","hr_set"
"uk_iu","sme_giella","sv_lines","la_ittb","bxr_bdt","pt_bosque","eu_bdt","lv_lvtb","de_gsd","th_pud"
"sk_snk","cs_pdt","ru_taiga","de_gsd","af_afribooms","zh_gsd","sl_sst","fo_oft","ko_gsd","br_keb"
"ug_udt","grc_perseus","cs_pdt","la_proiel","hi_hdtb","hu_szeged","sk_snk","en_ewt","ro_rrt","pl_lfg"
"pl_lfg","it_postwita","ko_kaist","pt_bosque","bxr_bdt","hu_szeged","he_htb","fa_seraji","ru_syntagrus","hy_armtdp"
"ga_idt","zh_gsd","fi_ftb","af_afribooms","eu_bdt","cs_fictree","sv_lines","gl_ctg","fi_tdt","ko_gsd"
"cs_cac","de_gsd","la_ittb","ur_udtb","nl_lassysmall","bxr_bdt","pt_bosque","af_afribooms","sv_talbanken","cs_pud"
"en_pud","sv_pud","ro_rrt","it_postwita","en_lines","sr_set","nl_lassysmall","ug_udt","cs_fictree","ur_udtb"
"ug_udt","br_keb","sme_giella","fi_ftb","hi_hdtb","pcm_nsc","cs_cac","id_gsd","uk_iu","ur_udtb"
"es_ancora","vi_vtb","sl_sst","kmr_mg","el_gdt","br_keb","ko_gsd","fi_ftb","pl_sz","af_afribooms"
"sv_pud","grc_perseus","ja_gsd","la_perseus","el_gdt","cs_pud","hy_armtdp","ro_rrt","pt_bosque","sr_set"
"et_edt","cu_proiel","pl_lfg","hy_armtdp","sv_lines","cs_pud","af_afribooms","cs_cac","eu_bdt","ko_gsd"
"cs_cac","fa_seraji","ja_modern","es_ancora","no_nynorsk","sl_ssj","fi_pud","kmr_mg","en_lines","it_isdt"
"el_gdt","sl_ssj","br_keb","da_ddt","en_pud","ga_idt","la_proiel","fa_seraji","sme_giella","es_ancora"
"es_ancora","sme_giella","kmr_mg","fr_sequoia","la_ittb","no_nynorsklia","fi_ftb","gl_ctg","it_postwita","sr_set"
"fo_oft","it_isdt","it_postwita","no_nynorsklia","sme_giella","pt_bosque","no_nynorsk","sk_snk","fro_srcmf","zh_gsd"
"hsb_ufal","cs_pud","en_lines","ja_gsd","pcm_nsc","ar_padt","no_bokmaal","sv_lines","cs_cac","fr_sequoia"
"en_lines","vi_vtb","lv_lvtb","bg_btb","en_gum","th_pud","kk_ktb","ar_padt","ru_syntagrus","hy_armtdp"
"cs_pud","it_postwita","bg_btb","fr_sequoia","sv_lines","fi_ftb","fa_seraji","et_edt","sk_snk","sme_giella"
"cu_proiel","ja_modern","cs_cac","hr_set","kmr_mg","ga_idt","fa_seraji","la_ittb","fi_pud","ru_syntagrus"
"no_bokmaal","et_edt","gl_treegal","fi_ftb","cs_pud","eu_bdt","ur_udtb","hsb_ufal","ko_kaist","ja_modern"
"kmr_mg","ug_udt","tr_imst","en_ewt","pt_bosque","uk_iu","la_proiel","eu_bdt","bxr_bdt","pcm_nsc"
"de_gsd","ja_gsd","zh_gsd","en_gum","af_afribooms","grc_perseus","fi_tdt","ro_rrt","la_proiel","ko_kaist"
